artist,title,lyrics
Gorillaz,Five Whales in a Dream,"8 ContributorsFive Whales in a Dream Lyrics[Verse: 2D]
She's beginning to cry
She looked up and down in the night
And I said hi, and on and on with it
And bye, and I, I said my goodbye
Locked it up, went down to the mirror
In daylight, daylight
I keep, I keep crying, let it out
I begin to call on the decade
I can't let a lady down
I can't get my head aroundYou might also like1Embed"
Gorillaz,We Got the Power (Claptone Remix),"8 ContributorsWe Got the Power (Claptone Remix) Lyrics[Instrumental]

[Verse 1: 2-D]
Get yourself up to the silent altar
And call me
But don't forget the machines
'Cause if your choice is chipping it down on the M1 (1, 1, 1)
Then you'll wake up in the morning
You'll be storming, oh, oh, oh
We got the power
We've got the power
Yeah
We got the

[Instrumental]

[Bridge]
We got the power
We got the power (power, power, power)

[Chorus: 2-D]
We've got the power to be loving each other no matter what happens
We've got the power to do that
We got the power for that
We've got the power to be ringing the great bell out there above us
We've got the power to do that (power, power power, power)
We got the power (power, power, power, power)
Yeah
You might also like[Bridge]
We got the power
Yeah
We got the power (power, power)Embed"
Gorillaz,Don’t Get Lost in Heaven (Original Demo Version),"18 ContributorsDon’t Get Lost in Heaven (Original Demo Version) Lyrics[Chorus]
Don't get lost in heaven
They got locks on the gate
Don't go over the edge
You'll make a big mistake

[Verse 1]
I got off a plane to the countryside
I drove to the mountain and a hole in the ground
There was crack on the corner and someone dead
And fire coming out of a monkey's head

[Chorus]
Don't get lost in heaven
They got locks on the gate
Don't go over the edge
You'll make a big mistake
Don't get lost in heaven
They got locks on the gate
Don't go over the edge
You'll make a big mistake

[Verse 2]
Put me on a cab to the corner clown
I just took a line but I never was 'round
There was more of it there, when I come back home
But you had left me 'cause you don't know my soul
You're a ho, girl
Yeah, 'cause you're a hobo
You can't get home, girl
You can't get home
You might also like[Chorus]
Don't get lost in heaven
They got locks on the gate (Oh yeah)
Don't go over the edge
You'll make a big mistake
Don't get lost in heaven
They got locks on the gate
Don't go over the edge
You'll make a big mistake2Embed"
Gorillaz,Machine Bitez #1,"12 ContributorsMachine Bitez #1 Lyrics[Murdoc]
Who are all these people?

[2D]
These are my friends, um, I've actually met these guys in, erm, Lidl in, uh, in Shoreditch and we had a fight over the last stollen, I said, ""Look, let's just split the stollen"", and we started chatting about things and then he said ""Um, um, I'm in this band called Slaves"". And I said ""Um, I'm in a band and do you wanna come hang out and do a little bit of work with us?"" And he was like ""Ye, man, ye"", and that's how it started really.

[Murdoc & Russel]
And you just brought him along, you don't know his background?
(Man, just- that's how it started)

[2D]
But I don't know his background, no.

[Russel]
You, you know his foreground?

[2D]
I know his foreground, it's very clear, his foreground is very clear, background's a bit hazy.Embed"
Gorillaz,Tranzformer,11 ContributorsThis song is an instrumental2Embed
Gorillaz,Aspen Forest,13 ContributorsThis song is an instrumental4Embed
Gorillaz,Grilling with His Face,"14 ContributorsGrilling with His Face Lyrics[Chorus]
Grilling with his face, oh jesus!
Grilling with his face, oh here I come!
Grilling with his face, grilling with his face
Grilling with his face, grilling with his face
Grilling with his face, oh jesus!
Grilling with his face, oh here I come!
Grilling with his face, grilling with his face
Grilling with his face, grilling with his face
Grilling with his face, oh jesus!
Grilling with his face, oh here I come!
Grilling with his face, grilling with his face
Grilling with his face, grilling with his face

Grilling with his face, oh jesus!
Grilling with his face, oh here I come!
Grilling with his face, grilling with his face
Grilling with his face, grilling with his face

Grilling with his face, oh jesus!
Grilling with his face, oh here I come!
Grilling with his face, grilling with his face
Grilling with his face, grilling with his face

Grilling with his face, oh jesus!
Grilling with his face, oh here I come!
Grilling with his face, grilling with his face
Grilling with his face, grilling with his face
You might also likeGrilling with his face, oh jesus!
Grilling with his face, oh here I come!
Grilling with his face, grilling with his face
Grilling with his face, grilling with his face

Grilling with his face, oh jesus!
Grilling with his face, oh here I come!
Grilling with his face, grilling with his face
Grilling with his face1Embed"
Gorillaz,The Book of Murdoc,"4 ContributorsThe Book of Murdoc LyricsThe last anyone heard of Mudoc Niccals, he was living on Plastic Beach, an island in the South Pacific formed entirely from rubbish.

All was well, until the day Murdoc's tropical ghetto was raided by pirates. (Not the eye-patch king - those modern-day ones with machine guns and no sense of flair). Murdoc decided that evacuation was the bravest option, and fled heroically in a rusty brown submarine.

With only a crate of Psycho Jerry's Rum for sustenance and Cyborg Noodle for company, Murdoc navigated his way through the slimy Octopuses Garden. Cyborg Noodle proved the perfect shipmate for Murdoc: she didn't speak, she didn't judge, and she had absolutely no sense of smell.

Finally, when the booze ran out, Murdoc made to the surface and popped the hatch, releasing the rum-soaked air of the submersible like a kraken's guff. As he emptied his dangerously enlarged bladder, a giant shadow loomed over him. Two, if you count the ever-present memory of his disappointed father. But the other shadow was a ship: the Battleship Ringo, owned by music industry giant EMI.
Before it was chopped up and sold like a prize pig, EMI had sent a fleet of ships to search the globe for Murdoc. At last, they had him. The Gorillaz star was captured, slapped about a bit, and taken to a secret prison on London.

'Dungeon Abbey', beneath Abbey Road Studios, was built to detain the label's ABCs (Artists in Breach of Contract). For three years it served as Murdoc's home, until one day, he was offered a deal by Entertainment Internal Affairs. Like an unloved goldfish, the music industry was in dire need of Murdoc's legendary song-writing prowess. In exchange for his release (and a carton of Lucky Lungs cigarettes), Murdoc agreed to write a new Gorillaz album and moved immediately to a new studio home in West London.Embed"
Gorillaz,Saturnz Barz (Cadenza Remix),"10 ContributorsSaturnz Barz (Cadenza Remix) Lyrics[Intro: Popcaan & Teddy Bruckshot]
Haha, woii yoii
Done know how the ting go, a the Unruly boss
Don'?
Hahaha
Yo, Cadenza
Tek this dubplate to dem DJ and tell dem fi play dis tune
If dem nuh play dis tune
Ah bare shot

[Chorus: Popcaan & (Agent Sasco)]
All my life
Mi ever have mi gun so mi haffi move sharp like mi knife
All my life
Mi pray say when mi get wealthy a ma a mi wife
All my life
The system force mi
Fi be a killer just like Rodney Price (G! Ominous!)
All my life (Ah!)
No, all my life ([?], follow me now)

[Verse 1: Agent Sasco]
Ah mi say all mi life and from day one
I worked too hard to answer class or inna grade one
Dem say life is a game so mi set a gameplan
Formulate a suttin' just to get di game won
Dem say know man is an islander, dis ah Cayman
And everybody nuh go love you less ya name Raymond
So it's a different frequency mi set mi brain on
Instead of wishing on a star, I became one
You nuh haffi change everyting, just change one
Ah shift a grade, sekkle and lift out of gear one
Just ah go round corner like dem inna lane one
And [?] one, bwoy
And we nuh care 'cause I know dem ah pay man, cho
Dem likkle fool, dem can't [?], no
A bag of chattin' but we nuh hear none
And try know say we no fear none
You might also like[Chorus: Popcaan & Agent Sasco]
All my life (all mi life)
Mi ever have mi gun so mi haffi move sharp like mi knife
All my life
Mi pray say when mi get wealthy a ma a mi wife
All my life
The system force mi
Fi be a killer just like Rodney Price
All my life
No, all my life

[Verse 2: Mad Cobra]
Ghetto youts
When we struggle fi real
So no bwoy can't see man, I'll leave ah pon [?] chopper [?] heel
Every bang gets muzzle fi real
Violate man, left dem ah battle and struggle fi real
Yeah, the street dutty fi real
Cuh people what you feel have you back on some fuckery fi real
Nuh like see you with nuttin' fi real
That's why we no ramp fi put face pon button fi real (Straight)
Prosper it and-a pree di works
Life's sweet? Nuh, pree di Earth
Mi seh so, Assassin seh so
All Rodney so Poppy come pre-verse
[Chorus: Popcaan]
All my life
Mi ever have mi gun so mi haffi move sharp like mi knife
All my life
Mi pray say when mi get wealthy a ma a mi wife
All my life
The system force mi
To be a killer just like Rodney Price
All my life
No, all my life

[Verse 3: Killa P]
Rodney couldn't mek it but Cobra dem called me (Called me)
And di whole of Brixton done warned me (Warned me)
Some likkle bwoy will claim dem have something for me
But when me check dem file, me find out dem are punani (Hold on)
Let me call up Gorillaz Army
Him tell me fi call mi bredda named Teddy
'Nuff of dem ah gwan like dem bad, we know say dem nuh ready
And tings what dem ah keep up with, we done it already
Yout, you know how hard we all ah work fi link the right team (Right team)
Go ah studio, bill a tune and live di right dream (Right dream)
You can't believe bashment mixed up with the grime scene
And unity inna di world, well, that was my dream
Well, as a yout from Stockwell, me never stop scheme
Me keep mi eyes pon di prize, me never stop dream
Now everywhere inna di world unnu no stop seem (Stop seem)
When the Gorillaz meet the Killa, that's a dream team
[Bridge: 2-D, Popcaan & Teddy Bruckshot]
All my life
I'm in the stakin' bar
I got debts, I'm a debaser
All my life
Saturnz about to make love
And I'm just a heartbreaker
All my life
And I won't get a take in
'Cause I'm out when I'm stakin'
Gorillaz, me ah di champion, man, champion
And the rings I am breaking
Are making you a personal debt

[Verse 4: Teddy Bruckshot]
Me done tell dem already
Bruckshot, there's only one Teddy
Not the one you see deh pon telly
Me nuh sing like R. Kelly
Me will leave shell inna your belly (Champion)
A whole heap of sharp object like di one ah-named Freddy
Me nuh buss joke like Eddie (Wah)
This nuh no Inspector Gadget, me nuh roll with Penny
Just champagne and Henny
And me two darg dem, Rufus and Lenny (Bad bwoy)
If a pussy ever try test, me will bury (Bury them bwoy)
Flex like ox inna belly
Whacked up gyal like Terry
Susette and Shelly
Now Shelly have a baby gunman inna she belly
Done tell dem pussy dem already
Di only ting me love is my gun
Di only ting me love is mi desi
Di only ting me love is my shotty and mi speshy
Shot a bwoy fi less than a penny
(Gorillaz, man)

[Chorus: Popcaan]
All my life
Mi ever have mi gun so mi haffi move sharp like mi knife
All my life
Mi pray say when mi get wealthy a ma a mi wife
All my life
The system force mi
Fi be a killer just like Rodney Price
All my life
No, all my lifeEmbed"
Gorillaz,Machine Bitez #2,"12 ContributorsMachine Bitez #2 Lyrics[Spoken Word: 2-D & Slaves]
Hello
Hello, hello
Alright, Isaac and Laurie, what's happening?
I remember where we met, we was in Lidl
I thought it was Aldi
It was, you're right, it was Aldi
We had a little bit of a dispute over the last the last vegan stollen
Yeah? That is what happened
That is what happened, I thought so
Who's your favorite band member?
Yeah, definitely you, mate
Is it? (Yeah) Do you mean that?
Yeah, hundred percent
Can I tell that to Murdoc and Noodle?
'Cause I think Noodle's is hanging out for you sayin' her
But I don't know, I'll chat with her, I'm savin' it
I forgot to ask, do you support a football team?
Uhm, yeah, Chelsea
Ooh, how do you feel about, Zaha
Eh, mixed emotions
On one coat I'm alright, the second coat, I'm notEmbed"
Gorillaz,In a Bag,"8 ContributorsIn a Bag Lyrics(hook)
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless but in a bag
The future is in a bag
I ain't happy, I'm in a bag
I got sunshine in a bag
I'm in a bag but not for long
The future is in a bag
It's in a bag
It's in a bag
It's in a bag

(verse 1)
Finally someone let me out of my bag
Now, time for me is nothing cause I'm in a bag
Now I couldn't be there
Now you shouldn't be scared
I'm in a bag
And I'm under each snare
Intangible
Bet you didn't think so I command you to
Panoramic view
Look I'll make it all in a bag
Pick and choose
Sit and lose
All you different bags
Chicks and dudes
Who you think is really kickin' tunes?
Picture you gettin' in a bag too
Like you lit the fuse
You think it's fictional?
Mystical? Maybe
Spiritual
Hero who appears in you to clear your view when you're in a bag
Lifeless
To those the definition for what life is
Priceless
To you because I put you in a bag
You like it?
Gun smokin' righteous with one toke
You're psychic among those
Possess you with one go
You might also like(hook)
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless but in a bag
The future is in a bag
I ain't happy, I'm in a bag
I got sunshine in a bag
I'm in a bag but not for long
The future is in a bag
It's in a bag
It's in a bag
It's in a bag

(verse 2)
The essence the basics
Without did you make it
Allow me to make this
Child-like in nature
Rhythm
You have it or you don't that's a bag
I'm in them
Every sprouting tree
Every child of peace
Every cloud and sea
You see in a bag
I see destruction and demise
Corruption in disguise
From this bag enterprise
Now I'm sucked into your lies
Through Russel, not his muscles but percussion he provides
For me in a bag
Y'all can see me now 'cause you don't see with your eye
You perceive with your mind
That's the inner
So I'mma stick around with Russ and be a mentor
Bust a few rhymes so baaaaaag remember where the thought is
I brought all this
So you can survive when law is in a bag
Feelings, sensations that you thought was dead
No squealing, remember that it's all in a bag
(hook)
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless but in a bag
The future is in a bag
I ain't happy, I'm in a bag
I got sunshine in a bag
I'm in a bag but not for long
My future is in a bag
It's in a bag
It's in a bag
It's in a bag
It's in a bag

My future is in a bag
It's in a bag
It's in a bag
It's in a bag
It's in a bag
My future2Embed"
